Scenario;Region;Sector;Set;Name;Description;Activity unit;Capacity unit;Type;Sub type;Primary commodity group;Time slice level;Vintage
COM-NewTechs_V02;RW;COM;.DMD.;CCSANELC401;Com Space Cool New - SAN - ELC401;PJ;GW;DMD;-;COMELC;ANNUAL;
COM-NewTechs_V02;RW;COM;.DMD.;CCSANELCHP101;Com Space Cool New - SAN - ELC101;PJ;GW;DMD;-;COMELC;ANNUAL;
COM-NewTechs_V02;RW;COM;.DMD.;CCSANGMXHP101;Com Space Cool New - SAN - GMX101;PJ;GW;DMD;-;COMGMX;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CCNENELC101;Com Space Cool New - NEN - ELC101;PJ;GW;PRE;-;CCNEN;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CCNENELC201;Com Space Cool New - NEN - ELC201;PJ;GW;PRE;-;CCNEN;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CCNENELC301;Com Space Cool New - NEN - ELC301;PJ;GW;PRE;-;CCNEN;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CCNENELC401;Com Space Cool New - NEN - ELC401;PJ;GW;PRE;-;CCNEN;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CCNENELCHP101;Com Space Cool New - NEN - ELC101;PJ;GW;PRE;-;CCNEN;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CCNENGMXHP101;Com Space Cool New - NEN - GMX101;PJ;GW;PRE;-;CCNEN;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNENELC101;Com Space Heat New Boiler - NEN - ELC101;PJ;GW;PRE;-;CHNEN;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNENELC201;Com Space Heat New Boiler - NEN - ELC201;PJ;GW;PRE;-;CHNEN;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNENELCHP201;Com Space Heat New Heat pump - NEN - ELC201;PJ;GW;PRE;-;CHNEN;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNENELCHP301;Com Space Heat New Heat pump - NEN - ELC301;PJ;GW;PRE;-;CHNEN;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHDATAELCHPR202;Com Space Heat New Heat Pump With reno - DATA - ELC202;PJ;GW;PRE;-;CHDATAELCHPR202_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHDATAELCHPR302;Com Space Heat New Heat Pump With reno - DATA - ELC302;PJ;GW;PRE;-;CHDATAELCHPR302_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHDATAELCHPR402;Com Space Heat New Heat Pump With reno - DATA - ELC402;PJ;GW;PRE;-;CHDATAELCHPR402_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHDATAGMX301;Com Space Heat New Boiler - DATA - GMX301;PJ;GW;PRE;-;CHDATAGMX301_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHDATAGMX501;Com Space Heat New Boiler - DATA - GMX501;PJ;GW;PRE;-;CHDATAGMX501_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHDATALPG301;Com Space Heat New Boiler - DATA - LPG301;PJ;GW;PRE;-;CHDATALPG301_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHDATALTH101;Com Space Heat New Heat Exchanger - DATA - HET101;PJ;GW;PRE;-;CHDATALTH101_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHDATAOIL301;Com Space Heat New Boiler - DATA - OIL301;PJ;GW;PRE;-;CHDATAOIL301_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHDATAOIL401;Com Space Heat New Boiler - DATA - OIL401;PJ;GW;PRE;-;CHDATAOIL401_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHDATAPEL101;Com Space Heat New Boiler - DATA - PEL101;PJ;GW;PRE;-;CHDATAPEL101_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHENCPS101;Com Space Heat New Boiler - EN - CPS101;PJ;GW;PRE;-;CHENCPS101_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNENELCHP401;Com Space Heat New Heat pump - NEN - ELC401;PJ;GW;PRE;-;CHNEN;ANNUAL;
BASE;RW;IND;.PRE.;ISGPREPA00;ISG.Beet.Preparation.00;PJ;PJA;PRE;-;MISGJU;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNSAELC101;Com Space Heat New Boiler - NSA - ELC101;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNSAELC201;Com Space Heat New Boiler - NSA - ELC201;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNSAELCHP201;Com Space Heat New Heat pump - NSA - ELC201;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNSAELCHP301;Com Space Heat New Heat pump - NSA - ELC301;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNSAELCHP401;Com Space Heat New Heat pump - NSA - ELC401;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNSAGEO101;Com Space Heat New FC - NSA - GEO101;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNSAGMX201;Com Space Heat New Boiler - NSA - GMX201;PJ;GW;PRE;-;CHNSA;ANNUAL;
RSD-NewTechs;RW;RSD;.PRE.;RWN3FELCN3;Electric boiler-RWN3F-New3;PJ;GW;PRE;-;RWN3F;ANNUAL;1,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNSAGMX401;Com Space Heat New Boiler - NSA - GMX401;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNSAGMXHP201;Com Space Heat New Heat Pump - NSA - GMX201;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNSAGMXHP202;Com Space Heat New Heat Pump - NSA - GMX202;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNSALPG201;Com Space Heat New Boiler - NSA - LPG201;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNSALPGHP202;Com Space Heat New Heat Pump - NSA - LPG202;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHNSAOIL201;Com Space Heat New Boiler - NSA - OIL201;PJ;GW;PRE;-;CHNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWNSAGMX101;Com Water Heat New Boiler - NSA - GMX101;PJ;GW;PRE;-;CWNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWNSALPG101;Com Water Heat New Boiler - NSA - LPG101;PJ;GW;PRE;-;CWNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWNSAOIL101;Com Water Heat New Boiler - NSA - OIL101;PJ;GW;PRE;-;CWNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWNSAPEL101;Com Water Heat New Boiler - NSA - PEL101;PJ;GW;PRE;-;CWNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWNSASOL101;Com Water Heat New Boiler - NSA - SOL101;PJ;GW;PRE;-;CWNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWNSASOLD101;Com Water Heat New Boiler with back up - NSA - OIL101;PJ;GW;PRE;-;CWNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWNSASOLG101;Com Water Heat New Boiler with back up - NSA - GMX101;PJ;GW;PRE;-;CWNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CCSAELC201;Com Space Cool New - SA - ELC201;PJ;GW;PRE;-;CCSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWSAGMX101;Com Water Heat New Boiler - SA - GMX101;PJ;GW;PRE;-;CWSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWSALPG101;Com Water Heat New Boiler - SA - LPG101;PJ;GW;PRE;-;CWSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWSAOIL101;Com Water Heat New Boiler - SA - OIL101;PJ;GW;PRE;-;CWSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWSAPEL101;Com Water Heat New Boiler - SA - PEL101;PJ;GW;PRE;-;CWSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWSASOL101;Com Water Heat New Boiler - SA - SOL101;PJ;GW;PRE;-;CWSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWSASOLD101;Com Water Heat New Boiler with back up - SA - OIL101;PJ;GW;PRE;-;CWSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWSASOLE101;Com Water Heat New Boiler with back up - SA - ELC101;PJ;GW;PRE;-;CWSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWSASOLG101;Com Water Heat New Boiler with back up - SA - GMX101;PJ;GW;PRE;-;CWSA;ANNUAL;
TECHS_HYDROGEN;RW;SUP;.PRE.;INDGH2C01;Fuel Tech - H2 Delivery from centralized production (COMP+TR+DP - Industrial);PJ;PJ-A;PRE;-;INDHH2;DAYNITE;
TECHS_HYDROGEN;RW;SUP;.PRE.;RSDGH2C01;Fuel Tech - H2 Delivery from centralized production (COMP+TR+DP - Residential);PJ;PJ-A;PRE;-;RSDHH2;DAYNITE;
TECHS_HYDROGEN;RW;SUP;.PRE.;RSDGH2C02;Fuel Tech - H2 Delivery from centralized production (COMP+USTOR+TR+DP - Residential);PJ;PJ-A;PRE;-;RSDHH2;DAYNITE;
TECHS_HYDROGEN;RW;SUP;.PRE.;RSDGH2D01;Fuel Tech - H2 Delivery from local production (LOCGSTORB+DP - Residential);PJ;PJ-A;PRE;-;RSDHH2;DAYNITE;
RSD-NewTechs;RW;RSD;.DMD.;RCOKGAS101;cooking gas stove;PJ;PJA;DMD;-;RCOK;ANNUAL;0,00
RSD-NewTechs;RW;RSD;.PRE.;RH3FLOGN1;Log stove-RH3F-New1;PJ;GW;PRE;-;RH3F;ANNUAL;1,00
COM-NewTechs_V02;RW;COM;.PRE.;CHSAELCHP401;Com Space Heat New Heat pump - SA - ELC401;PJ;GW;PRE;-;CHSA;ANNUAL;
TECHS_HYDROGEN;RW;SUP;.PRE.;RSDGH2C01_i;RSDGH2C01_i;PJ;PJ-A;PRE;-;RSDHH2;DAYNITE;
COM-NewTechs_V02;RW;COM;.CHP.;CHCSCPSCHPN01_N;New gazific+CHP-CS_CPS;PJ;GW;CHP;-;CHCSCPSCHPN01_N_NRGO;DAYNITE;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCSAELC101;Com Space Cool New - SA - ELC101;PJ;GW;PRE;-;CCSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.CHP.;CHCSGMXCHPN01_N;New CHP Commercial-CS_GMX;PJ;GW;CHP;-;CHCSGMXCHPN01_N_NRGO;DAYNITE;0,00
COM-NewTechs_V02;RW;COM;.CHP.;CHCSOILCHPN01_N;New CHP Commercial-CS_OIL;PJ;GW;CHP;-;CHCSOILCHPN01_N_NRGO;DAYNITE;0,00
COM-NewTechs_V02;RW;COM;.CHP.;CHCSPELCHPN01_N;New ORC+CHP Commercial-CS_PEL;PJ;GW;CHP;-;CHCSPELCHPN01_N_NRGO;DAYNITE;0,00
COM-NewTechs_V02;RW;COM;.CHP.;CHSACPSCHPN01_N;New gazific+CHP-SA_CPS;PJ;GW;CHP;-;CHSACPSCHPN01_N_NRGO;DAYNITE;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNSAELC401;CLIGNSAELC401;PJ;GW;PRE;-;CLIGNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNSAELC501;CLIGNSAELC501;PJ;GW;PRE;-;CLIGNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWNSAELC101;Com Water Heat New Boiler - NSA - ELC101;PJ;GW;PRE;-;CWNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWNSAELCHP201;Com Water Heat New Boiler - NSA - ELC201;PJ;GW;PRE;-;CWNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CWNSAGEO101;Com Water Heat New Boiler - NSA - GEO101;PJ;GW;PRE;-;CWNSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.CHP.;CHSAGMXCHPN01_N;New CHP Commercial-SA_GMX;PJ;GW;CHP;-;CHSAGMXCHPN01_N_NRGO;DAYNITE;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANOIL201;Com Space Heat New Boiler - DATAN - OIL201;PJ;GW;DMD;-;;ANNUAL;0,00
TECHS_HYDROGEN;RW;SUP;.PRE.;SGASH2RCC02;H2 Production-Methane Steam Reforming + Carbon Capture, small size, centralized;PJ;GW;PRE;-;SGASH2RCC02_MATO;DAYNITE;1,00
COM-NewTechs_V02;RW;COM;.PRE.;CHSAELCHP302;Com Space Heat New Heat pump - SA - ELC302;PJ;GW;PRE;-;CHSAELCHP302_NRGO;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSAELCHP402;Com Space Heat New Heat pump - SA - ELC402;PJ;GW;PRE;-;CHSAELCHP402_NRGO;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSAELCHPR202;Com Space Heat New Heat pump with réno - SA - ELC202;PJ;GW;PRE;-;CHSAELCHPR202_NRGO;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSAELCHPR302;Com Space Heat New Heat pump with réno - SA - ELC302;PJ;GW;PRE;-;CHSAELCHPR302_NRGO;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSAELCHPR402;Com Space Heat New Heat pump with réno - SA - ELC402;PJ;GW;PRE;-;CHSAELCHPR402_NRGO;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSAGMX301;Com Space Heat New Boiler - SA - GMX301;PJ;GW;PRE;-;CHSAGMX301_NRGO;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSAGMX501;Com Space Heat New Boiler - CO - GMX501;PJ;GW;PRE;-;CHSAGMX501_NRGO;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSALPG301;Com Space Heat New Boiler - SA - LPG301;PJ;GW;PRE;-;CHSALPG301_NRGO;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSALTH101;Com Space Heat New Heat Exchanger - SA - HET101;PJ;GW;PRE;-;CHSALTH101_NRGO;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSAOIL301;Com Space Heat New Boiler - SA - OIL301;PJ;GW;PRE;-;CHSAOIL301_NRGO;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSAOIL401;Com Space Heat New Boiler - SA - OIL401;PJ;GW;PRE;-;CHSAOIL401_NRGO;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSAPEL101;Com Space Heat New Boiler - SA - PEL101;PJ;GW;PRE;-;CHSAPEL101_NRGO;ANNUAL;
TECHS_HYDROGEN;RW;SUP;.PRE.;TRAGH2D01;Fuel Tech - H2 Delivery from local production (LOCGSTORB + REFGG (small));PJ;PJ-A;PRE;-;TRAGH2;DAYNITE;
TECHS_HYDROGEN;RW;SUP;.PRE.;TRALH2C01;Fuel Tech - H2 Delivery from centralized production (COMP+USTOR+TR+LIQ+LSTORB+RTS+REFLL(large));PJ;PJ-A;PRE;-;TRALH2;DAYNITE;
TECHS_HYDROGEN;RW;SUP;.PRE.;TRALH2C02_i;TRALH2C02_i;PJ;PJ-A;PRE;-;TRALH2;DAYNITE;
TECHS_HYDROGEN;RW;SUP;.PRE.;TRALH2C02;Fuel Tech - H2 Delivery from centralized production (COMP+TR+LIQ+LSTORB+RTS+REFLL(large));PJ;PJ-A;PRE;-;TRALH2;DAYNITE;
TECHS_HYDROGEN;RW;SUP;.PRE.;TRALH2D01;Fuel Tech - H2 Delivery from local production (LOCGSTORB+ONSITELIQ+REFLL (large));PJ;PJ-A;PRE;-;TRALH2;DAYNITE;
TECHS_HYDROGEN;RW;SUP;.PRE.;INDGH2C01_i;INDGH2C01_i;PJ;PJ-A;PRE;-;INDHH2;DAYNITE;
COM-NewTechs_V02;RW;COM;.CHP.;CHSAOILCHPN01_N;New CHP Commercial-SA_OIL;PJ;GW;CHP;-;CHSAOILCHPN01_N_NRGO;DAYNITE;0,00
COM-NewTechs_V02;RW;COM;.CHP.;CHSAPELCHPN01_N;New ORC+CHP Commercial-SA_PEL;PJ;GW;CHP;-;CHSAPELCHPN01_N_NRGO;DAYNITE;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWBPNSOLD101;Com Water Heat New Boiler with back up - BPN - OIL101;PJ;GW;DMD;-;CWBPNSOLD101_NRGI;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWSANOIL101;Com Water Heat New Boiler - SAN - OIL101;PJ;GW;DMD;-;;ANNUAL;
COM-NewTechs_V02;RW;COM;.DMD.;CCBANELCHP101;Com Space Cool New - BAN - ELC101;PJ;GW;DMD;-;COMELC;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCBANGMXHP101;Com Space Cool New - BAN - GMX101;PJ;GW;DMD;-;COMGMX;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCBPNELC101;Com Space Cool New - BPN - ELC101;PJ;GW;DMD;-;COMELC;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCBPNELC201;Com Space Cool New - BPN - ELC201;PJ;GW;DMD;-;COMELC;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCBPNELC301;Com Space Cool New - BPN - ELC301;PJ;GW;DMD;-;COMELC;ANNUAL;0,00
RSD-NewTechs;RW;RSD;.PRE.;RH3FGMXN1;Natural gas stove condensing-RH3F-New1;PJ;GW;PRE;-;RH3F;ANNUAL;1,00
RSD-NewTechs;RW;RSD;.PRE.;RH3FOILN1;Oil boiler condensing -RH3F-New1;PJ;GW;PRE;-;RH3F;ANNUAL;1,00
RSD-NewTechs;RW;RSD;.PRE.;RH4FELCHPN1;Air heat pump with electric boiler-RH4F-New1;PJ;GW;PRE;-;RH4F;ANNUAL;1,00
RSD-NewTechs;RW;RSD;.PRE.;RH4FELCHPN2;Air heat pump with electric boiler-RH4F-New2;PJ;GW;PRE;-;RH4F;ANNUAL;1,00
COM-NewTechs_V02;RW;COM;.PRE.;CHDATAELCHPR401;Com Space Heat New Heat Pump With reno - DATA - ELC401;PJ;GW;PRE;-;CHDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOLPG201;Com Space Heat New Boiler - NCO - LPG201;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSOIL201;Com Space Heat New Boiler - NCS - OIL201;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATAOIL201;Com Space Heat New Boiler - NDATA - OIL201;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
IND-NewTechs_TEST;RW;IND;.PRE.;ICMPRC24;ICM.Dry Process Production oxycomb.05;MT;MT;PRE;-;MCMCLK;ANNUAL;1,00
RSD-NewTechs;RW;RSD;.PRE.;RH3FELCHPN2;Air heat pump with electric boiler-RH3F-New2;PJ;GW;PRE;-;RH3F;ANNUAL;1,00
RSD-NewTechs;RW;RSD;.PRE.;RH3FELCHPN3;Air heat pump with electric boiler-RH3F-New3;PJ;GW;PRE;-;RH3F;ANNUAL;1,00
RSD-NewTechs;RW;RSD;.PRE.;RH4FGMXN1;Natural gas stove condensing-RH4F-New1;PJ;GW;PRE;-;RH4F;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;IISBOXSCR01;IIS.Blast Oxygen Furnace BOF.Scrap.01;MT;MT;PRE;-;MISCST;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;IISCUPOLA01;IIS.Cast Iron Cupola.01;MT;MT;PRE;-;MISCST;ANNUAL;1,00
RSD-NewTechs;RW;RSD;.PRE.;RH3FLPGN1;LPG stove-RH3F-New1;PJ;GW;PRE;-;RH3F;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;IISDRIH3;IIS.Iron Sponge Iron for DRI from H2.01.;MT;MT;PRE;-;IIS;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;IISELAFUR01;IIS.Electric Arc Furnace.01;MT;MT;PRE;-;MISCST;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;IOFSTMHET01;IOFSTMHET01;PJ;GW;PRE;-;IOFHTH;ANNUAL;1,00
RSD-NewTechs;RW;RSD;.PRE.;RH4FLOGN1;Log stove-RH4F-New1;PJ;GW;PRE;-;RH4F;ANNUAL;1,00
RSD-NewTechs;RW;RSD;.PRE.;RHNAPELCHPN2;Air heat pump with electric boiler-RHNAP-New2;PJ;GW;PRE;-;RHNAP;ANNUAL;1,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-F_C_EN;Retrofit-F_C_EN;PJ;MM2;PRE;-;Retrofit-F_C_EN_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-F_C_BA;Retrofit-F_C_BA;PJ;MM2;PRE;-;Retrofit-F_C_BA_NRGI;ANNUAL;0,00
BASE;RW;TRA;.DMD.;TCARGMXMU00;Cars CNG Medium-Upper Existing;BVKM;000VEH;DMD;-;TCAR;ANNUAL;0,00
RSD-NewTechs;RW;RSD;.DMD.;RLIGELC401;LED lighting system;PJ;PJA;DMD;-;RLIG;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSLPGHP202;Com Space Heat New Heat Pump - NCS - LPG202;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
RSD-NewTechs;RW;RSD;.PRE.;RWN4FOILN1;Oil boiler-RWN4F-New1;PJ;GW;PRE;-;RWN4F;ANNUAL;1,00
COM-NewTechs_V02;RW;COM;.DMD.;CWENNSOLG101;Com Water Heat New Boiler with back up - ENN - GMX101;PJ;GW;DMD;-;CWENNSOLG101_NRGI;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANELC101;Com Space Heat New Boiler - BAN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANELC201;Com Space Heat New Boiler - BAN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANGMX201;Com Space Heat New Boiler - BAN - GMX201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHSAGMXHP201;Com Space Heat New Heat Pump - SA - GMX201;PJ;GW;PRE;-;CHSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSAGMXHP202;Com Space Heat New Heat Pump - SA - GMX202;PJ;GW;PRE;-;CHSA;ANNUAL;
COM-NewTechs_V02;RW;COM;.PRE.;CHSALPG201;Com Space Heat New Boiler - SA - LPG201;PJ;GW;PRE;-;CHSA;ANNUAL;
SUP-BioFuels;RW;SUP;.PRE.;BWBIOGAZ100;Methanisation Biogas production;PJ;GW;PRE;-;BIOGAS;ANNUAL;0,00
SUP-BioFuels;RW;SUP;.PRE.;DIGECPS100;Chaleur digesteur chips;PJ;GW;PRE;-;SUPHET;ANNUAL;0,00
SUP-BioFuels;RW;SUP;.PRE.;DIGEOIL100;Chaleur digesteur mazout;PJ;GW;PRE;-;SUPHET;ANNUAL;0,00
SUP-BioFuels;RW;SUP;.PRE.;DIGEPEL100;Chaleur digesteur pellets;PJ;GW;PRE;-;SUPHET;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBAELCHP302;Com Space Heat New heat pump - NBA - ELC302;PJ;GW;PRE;-;CHNBAELCHP302_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBAELCHP402;Com Space Heat New heat pump - NBA - ELC402;PJ;GW;PRE;-;CHNBAELCHP402_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBAGMX301;Com Space Heat New Boiler - NBA - GMX301;PJ;GW;PRE;-;CHNBAGMX301_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBAGMX501;Com Space Heat New Boiler - NCO - GMX501;PJ;GW;PRE;-;CHNBAGMX501_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBALPG301;Com Space Heat New Boiler - NBA - LPG301;PJ;GW;PRE;-;CHNBALPG301_NRGO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBALTH101;Com Space Heat New Heat Exchanger - NBA - HET101;PJ;GW;PRE;-;CHNBALTH101_NRGO;ANNUAL;0,00
IND-NewTechs_TEST;RW;IND;.CHP.;CHPINDLFOIOIN00_N;CHP.Autoproducer.Industry.Others_LFO-New 00_N;PJ;GW;CHP;-;CHPINDLFOIOIN00_N_NRGO;DAYNITE;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;IOFSTMBGS01;IOFSTMBGS01;PJ;GW;PRE;-;IOFHTH;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;IOFSTMBIO01;IOFSTMBIO01;PJ;GW;PRE;-;IOFHTH;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;IOFSTMCPS01;IOFSTMCPS01;PJ;GW;PRE;-;IOFHTH;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;IOFSTMELC01;IOFSTMELC01;PJ;GW;PRE;-;IOFHTH;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;IOFSTMGMX01;IOFSTMGMX01;PJ;GW;PRE;-;IOFHTH;ANNUAL;1,00
RSD-NewTechs;RW;RSD;.PRE.;RHN4FELCN1;Electric radiators-RHN4F-New1;PJ;GW;PRE;-;RHN4F;ANNUAL;1,00
SUP-BioFuels;RW;SUP;.PRE.;BWOOFTDST110;FT-diesel production from woody biomass;PJ;GW;PRE;-;BIODST;ANNUAL;0,00
IND-NewTechs_TEST;RW;IND;.PRE.;IOFFROELC01;IOFFROELC01;PJ;GW;PRE;-;IOFFRO;ANNUAL;1,00
COM-NewTechs_V02;RW;COM;.PRE.;CWCSELCHP201;Com Water Heat New Boiler - CS - ELC201;PJ;GW;PRE;-;CWCS;ANNUAL;0,00
IND-NewTechs_TEST;RW;IND;.DMD.;IPPHIGQUA11;IPP.High Quality Paper Production.01;MT;MT;DMD;-;IPP;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;INFMCHELC01;INFMCHELC01;PJ;PJA;PRE;-;INFMCH;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.PRE.;INFOTH-HH2;INFOTH-HH2;PJ;PJA;PRE;-;INFOTH;ANNUAL;1,00
RSD-NewTechs;RW;RSD;.PRE.;RHNAPELCN1;Electric radiators-RHNAP-New1;PJ;GW;PRE;-;RHNAP;ANNUAL;1,00
